Row IDOrder IDOrder DateShip DateShip ModeCustomer IDCustomer NameSegmentCountryCityStatePostal CodeRegionProduct IDCategorySub-CategoryProduct Name Sales QuantityDiscount Profit 
1567CA-2015-12911211/29/201511/30/2015First ClassAW-10840Anthony WittConsumerUnited StatesAllenTexas75002CentralTEC-AC-10003038TechnologyAccessoriesKingston Digital DataTraveler 16GB USB 2.0   21.48 30.2   -0.27 
1568CA-2015-12911211/29/201511/30/2015First ClassAW-10840Anthony WittConsumerUnited StatesAllenTexas75002CentralOFF-BI-10000088Office SuppliesBindersGBC Imprintable Covers   8.78 40.8   -13.62 
1569US-2017-1520026/11/20176/11/2017Same DayDV-13465Dianna VittoriniConsumerUnited StatesLos AngelesCalifornia90004WestOFF-PA-10000357Office SuppliesPaper"White Dual Perf Computer Printout Paper 2700 Sheets 1 Part Heavyweight 20 lbs. 14 7/8 x 11"   122.97 30   60.26 
1570CA-2017-16502911/26/201711/30/2017Standard ClassAH-10075Adam HartCorporateUnited StatesAtlantaGeorgia30318SouthOFF-AR-10003504Office SuppliesArtNewell 347   12.84 30   3.72 
1571US-2014-15738511/23/201411/25/2014First ClassSC-20095Sanjit ChandConsumerUnited StatesLos AngelesCalifornia90004WestFUR-CH-10000863FurnitureChairsNovimex Swivel Fabric Task Chair   603.92 50.2   -67.94 
1572US-2014-15738511/23/201411/25/2014First ClassSC-20095Sanjit ChandConsumerUnited StatesLos AngelesCalifornia90004WestOFF-EN-10003160Office SuppliesEnvelopesPastel Pink Envelopes   21.84 30   10.48 
1573US-2014-15738511/23/201411/25/2014First ClassSC-20095Sanjit ChandConsumerUnited StatesLos AngelesCalifornia90004WestTEC-AC-10003280TechnologyAccessoriesBelkin F8E887 USB Wired Ergonomic Keyboard   29.99 10   6.30 
1574US-2014-15738511/23/201411/25/2014First ClassSC-20095Sanjit ChandConsumerUnited StatesLos AngelesCalifornia90004WestFUR-CH-10000595FurnitureChairsSafco Contoured Stacking Chairs   381.44 20.2   23.84 
1575CA-2014-10160212/15/201412/18/2014First ClassMC-18100Mick CrebaggaConsumerUnited StatesEl PasoTexas79907CentralTEC-PH-10000169TechnologyPhonesARKON Windshield Dashboard Air Vent Car Mount Holder   40.68 30.2   -9.15 
1576CA-2014-10160212/15/201412/18/2014First ClassMC-18100Mick CrebaggaConsumerUnited StatesEl PasoTexas79907CentralFUR-CH-10004675FurnitureChairs"Lifetime Advantage Folding Chairs 4/Carton"   763.28 50.3   -21.81 
1577CA-2016-1090574/22/20164/27/2016Standard ClassTT-21460Tonja TurnellHome OfficeUnited StatesAuroraIllinois60505CentralOFF-ST-10002406Office SuppliesStoragePizazz Global Quick File   23.95 20.2   2.40 
1578CA-2016-1544035/23/20165/27/2016Standard ClassAP-10720Anne PryorHome OfficeUnited StatesFlorenceAlabama35630SouthOFF-PA-10001526Office SuppliesPaperXerox 1949   4.98 10   2.44 
1579CA-2016-1024562/27/20163/1/2016First ClassDL-12865Dan LaweraConsumerUnited StatesNew York CityNew York10011EastOFF-AP-10004336Office SuppliesAppliances"Conquest 14 Commercial Heavy-Duty Upright Vacuum Collection System Accessory Kit"   170.88 30   49.56 
1580CA-2015-1313388/9/20158/12/2015First ClassNP-18325Naresj PatelConsumerUnited StatesNew York CityNew York10024EastTEC-PH-10003012TechnologyPhonesNortel Meridian M3904 Professional Digital phone   307.98 20   89.31 
1581CA-2015-1313388/9/20158/12/2015First ClassNP-18325Naresj PatelConsumerUnited StatesNew York CityNew York10024EastFUR-TA-10002607FurnitureTablesKI Conference Tables   382.81 90.4   -153.12 
1582CA-2015-1313388/9/20158/12/2015First ClassNP-18325Naresj PatelConsumerUnited StatesNew York CityNew York10024EastOFF-ST-10000642Office SuppliesStorage"Tennsco Lockers Gray"   41.96 20   2.94 
1583CA-2015-1313388/9/20158/12/2015First ClassNP-18325Naresj PatelConsumerUnited StatesNew York CityNew York10024EastOFF-BI-10000545Office SuppliesBindersGBC Ibimaster 500 Manual ProClick Binding System"   1217.57 "20.2   456.59 
1584CA-2015-1313388/9/20158/12/2015First ClassNP-18325Naresj PatelConsumerUnited StatesNew York CityNew York10024EastFUR-FU-10002157FurnitureFurnishingsArtistic Insta-Plaque   47.04 30   18.35 
1585CA-2015-1313388/9/20158/12/2015First ClassNP-18325Naresj PatelConsumerUnited StatesNew York CityNew York10024EastFUR-FU-10001706FurnitureFurnishingsLonger-Life Soft White Bulbs   6.16 20   2.96 
1586CA-2015-1313388/9/20158/12/2015First ClassNP-18325Naresj PatelConsumerUnited StatesNew York CityNew York10024EastTEC-PH-10000984TechnologyPhonesPanasonic KX-TG9471B   979.95 50   274.39 
1587CA-2015-1313388/9/20158/12/2015First ClassNP-18325Naresj PatelConsumerUnited StatesNew York CityNew York10024EastOFF-PA-10001357Office SuppliesPaperXerox 1886   143.70 30   68.98 
1588CA-2015-1313388/9/20158/12/2015First ClassNP-18325Naresj PatelConsumerUnited StatesNew York CityNew York10024EastOFF-FA-10000992Office SuppliesFasteners"Acco Clips to Go Binder Clips 24 Clips in Two Sizes"   10.65 30   5.01 
1589CA-2015-1313388/9/20158/12/2015First ClassNP-18325Naresj PatelConsumerUnited StatesNew York CityNew York10024EastTEC-AC-10002600TechnologyAccessoriesBelkin QODE FastFit Bluetooth Keyboard   247.80 40   34.69 
1590CA-2016-1099115/12/20165/16/2016Standard ClassVG-21805Vivek GradyCorporateUnited StatesVirginia BeachVirginia23464SouthOFF-AR-10001662Office SuppliesArtRogers Handheld Barrel Pencil Sharpener   10.96 40   2.96 
1591US-2016-1324234/15/20164/19/2016Standard ClassMY-18295Muhammed YedwabCorporateUnited StatesGrapevineTexas76051CentralOFF-AR-10001221Office SuppliesArt"Dixon Ticonderoga Erasable Colored Pencil Set 12-Color"   33.49 70.2   5.86 
1592US-2016-1324234/15/20164/19/2016Standard ClassMY-18295Muhammed YedwabCorporateUnited StatesGrapevineTexas76051CentralOFF-FA-10002988Office SuppliesFastenersIdeal Clamps   8.04 50.2   2.91 
1593CA-2015-1228266/23/20156/25/2015Second ClassRD-19480Rick DustonConsumerUnited StatesOlympiaWashington98502WestTEC-PH-10004830TechnologyPhonesPyle PRT45 Retro Home Telephone   201.57 40.2   22.68 
1594CA-2014-11731710/19/201410/19/2014Same DayJF-15490Jeremy FarryConsumerUnited StatesLos AngelesCalifornia90032WestOFF-PA-10004519Office SuppliesPaperSpiral Phone Message Books with Labels by Adams   13.44 30   6.59 
1595CA-2015-1184233/24/20153/27/2015First ClassDP-13390Dennis PardueHome OfficeUnited StatesPeoriaIllinois61604CentralFUR-BO-10000362FurnitureBookcasesSauder Inglewood Library Bookcases   359.06 30.3   -35.91 
1596CA-2017-1491815/8/20175/12/2017Standard ClassMD-17350Maribeth DonaConsumerUnited StatesColumbusOhio43229EastFUR-CH-10004540FurnitureChairsGlobal Chrome Stack Chair   47.99 20.3   -2.06 
1597CA-2017-13223410/16/201710/18/2017First ClassMY-17380Maribeth YedwabCorporateUnited StatesNew York CityNew York10011EastFUR-FU-10001290FurnitureFurnishingsExecutive Impressions Supervisor Wall Clock   547.30 130   175.14 
1598CA-2017-15887611/19/201711/21/2017Second ClassAB-10150Aimee BixbyConsumerUnited StatesCarrolltonTexas75007CentralOFF-PA-10000308Office SuppliesPaperXerox 1901   16.90 40.2   5.28 
1599CA-2017-15887611/19/201711/21/2017Second ClassAB-10150Aimee BixbyConsumerUnited StatesCarrolltonTexas75007CentralOFF-SU-10001165Office SuppliesSuppliesAcme Elite Stainless Steel Scissors   6.67 10.2   0.50 
1600CA-2017-15887611/19/201711/21/2017Second ClassAB-10150Aimee BixbyConsumerUnited StatesCarrolltonTexas75007CentralOFF-AR-10003373Office SuppliesArt"Boston School Pro Electric Pencil Sharpener 1670"   99.14 40.2   8.67 
1601CA-2017-15887611/19/201711/21/2017Second ClassAB-10150Aimee BixbyConsumerUnited StatesCarrolltonTexas75007CentralFUR-FU-10001967FurnitureFurnishingsTelescoping Adjustable Floor Lamp   15.99 20.6   -13.99 
1602CA-2016-1646725/8/20165/13/2016Second ClassGB-14530George BellCorporateUnited StatesDoverDelaware19901EastFUR-FU-10001488FurnitureFurnishings"Tenex 46"" x 60"" Computer Anti-Static Chairmat Rectangular Shaped"   211.96 20   42.39 
1603US-2016-13285712/11/201612/17/2016Standard ClassCA-12775Cynthia ArntzenConsumerUnited StatesSmyrnaTennessee37167SouthOFF-AR-10003251Office SuppliesArtPrang Drawing Pencil Set   6.67 30.2   1.67 
1604CA-2017-11664511/30/201712/4/2017Standard ClassME-17725Max EngleConsumerUnited StatesNewarkDelaware19711EastOFF-AR-10001044Office SuppliesArt"BOSTON Ranger #55 Pencil Sharpener Black"   155.94 60   45.22 
1605US-2016-1158194/19/20164/24/2016Second ClassJO-15280Jas O'CarrollConsumerUnited StatesLos AngelesCalifornia90049WestTEC-PH-10004700TechnologyPhonesPowerGen Dual USB Car Charger   39.96 50.2   12.99 
1606US-2016-1158194/19/20164/24/2016Second ClassJO-15280Jas O'CarrollConsumerUnited StatesLos AngelesCalifornia90049WestOFF-AR-10000823Office SuppliesArtNewell 307   5.46 30   1.53 
1607US-2016-1158194/19/20164/24/2016Second ClassJO-15280Jas O'CarrollConsumerUnited StatesLos AngelesCalifornia90049WestOFF-AR-10004456Office SuppliesArtPanasonic KP-4ABK Battery-Operated Pencil Sharpener   73.20 50   21.23 
1608US-2016-1158194/19/20164/24/2016Second ClassJO-15280Jas O'CarrollConsumerUnited StatesLos AngelesCalifornia90049WestOFF-BI-10000050Office SuppliesBinders"Angle-D Binders with Locking Rings Label Holders"   5.84 10.2   1.97 
1609US-2016-1158194/19/20164/24/2016Second ClassJO-15280Jas O'CarrollConsumerUnited StatesLos AngelesCalifornia90049WestOFF-PA-10002377Office SuppliesPaper"Adams Telephone Message Book W/Dividers/Space For Phone Numbers 5 1/4""X8 1/2"" 200/Messages"   22.72 40   10.22 
1610US-2016-1158194/19/20164/24/2016Second ClassJO-15280Jas O'CarrollConsumerUnited StatesLos AngelesCalifornia90049WestOFF-BI-10000591Office SuppliesBindersAvery Binder Labels   9.34 30.2   3.27 
1611CA-2014-1563495/26/20145/30/2014Standard ClassML-17395Marina LichtensteinCorporateUnited StatesLos AngelesCalifornia90008WestFUR-BO-10000362FurnitureBookcasesSauder Inglewood Library Bookcases   290.67 20.15   27.36 
1612CA-2014-1563495/26/20145/30/2014Standard ClassML-17395Marina LichtensteinCorporateUnited StatesLos AngelesCalifornia90008WestTEC-PH-10000441TechnologyPhonesVTech DS6151   201.58 20.2   20.16 
1613CA-2014-1563495/26/20145/30/2014Standard ClassML-17395Marina LichtensteinCorporateUnited StatesLos AngelesCalifornia90008WestTEC-PH-10002726TechnologyPhonesnetTALK DUO VoIP Telephone Service   83.98 20.2   31.49 
1614CA-2017-13838012/21/201712/25/2017Standard ClassYS-21880Yana SorensenCorporateUnited StatesOaklandCalifornia94601WestOFF-ST-10003306Office SuppliesStorageLetter Size Cart"   1000.02 "70   290.01 
1615US-2016-1135093/15/20163/19/2016Standard ClassPL-18925Paul LucasHome OfficeUnited StatesPhiladelphiaPennsylvania19143EastTEC-AC-10004855TechnologyAccessoriesV7 USB Numeric Keypad   83.98 30.2   -13.65 
1616CA-2015-1300228/10/20158/16/2015Standard ClassJK-16120Julie KrizHome OfficeUnited StatesEaganMinnesota55122CentralOFF-LA-10002787Office SuppliesLabelsAvery 480   3.75 10   1.80 
1617CA-2015-1300228/10/20158/16/2015Standard ClassJK-16120Julie KrizHome OfficeUnited StatesEaganMinnesota55122CentralOFF-LA-10002043Office SuppliesLabelsAvery 489   41.40 40   19.87 
1618CA-2015-1300228/10/20158/16/2015Standard ClassJK-16120Julie KrizHome OfficeUnited StatesEaganMinnesota55122CentralOFF-AR-10001915Office SuppliesArtPeel-Off China Markers   29.79 30   12.51 
1619US-2016-1187809/10/20169/14/2016Second ClassPN-18775Parhena NorrisHome OfficeUnited StatesNew York CityNew York10011EastOFF-ST-10000352Office SuppliesStorageAcco Perma 2700 Stacking Storage Drawers   59.48 20   8.92 
1620US-2016-1187809/10/20169/14/2016Second ClassPN-18775Parhena NorrisHome OfficeUnited StatesNew York CityNew York10011EastOFF-PA-10000575Office SuppliesPaper"Wirebound Message Books Four 2 3/4 x 5 White Forms per Page"   6.69 10   3.08 
1621CA-2017-1085607/8/20177/15/2017Standard ClassJC-15385Jenna CaffeyConsumerUnited StatesKentWashington98031WestFUR-FU-10002937FurnitureFurnishings"GE 48"" Fluorescent Tube Cool White Energy Saver 34 Watts 30/Box"   198.46 20   99.23 
1622CA-2017-1085607/8/20177/15/2017Standard ClassJC-15385Jenna CaffeyConsumerUnited StatesKentWashington98031WestOFF-LA-10003930Office SuppliesLabels"Dot Matrix Printer Tape Reel Labels White 5000/Box"   786.48 80   385.38 
1623CA-2017-1085607/8/20177/15/2017Standard ClassJC-15385Jenna CaffeyConsumerUnited StatesKentWashington98031WestOFF-BI-10001107Office SuppliesBinders"GBC White Gloss Covers Plain Front"   23.17 20.2   7.82 
1624CA-2017-1085607/8/20177/15/2017Standard ClassJC-15385Jenna CaffeyConsumerUnited StatesKentWashington98031WestTEC-AC-10003063TechnologyAccessoriesMicro Innovations USB RF Wireless Keyboard with Mouse   50.00 20   10.50 
1625CA-2015-15708412/19/201512/24/2015Standard ClassJG-15160James GalangConsumerUnited StatesLos AngelesCalifornia90049WestTEC-PH-10002922TechnologyPhonesShoreTel ShorePhone IP 230 VoIP phone   675.96 50.2   84.50 
1626CA-2015-15708412/19/201512/24/2015Standard ClassJG-15160James GalangConsumerUnited StatesLos AngelesCalifornia90049WestTEC-AC-10002049TechnologyAccessoriesPlantronics Savi W720 Multi-Device Wireless Headset System"   1265.85 "30   556.97 
1627CA-2015-16453911/16/201511/22/2015Standard ClassPO-19180Philisse OvercashHome OfficeUnited StatesNew York CityNew York10011EastOFF-AP-10002457Office SuppliesAppliances"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum Red"   523.25 50   141.28 
1628CA-2015-1431199/24/20159/30/2015Standard ClassMC-17275Marc CrierConsumerUnited StatesLafayetteLouisiana70506SouthFUR-CH-10001270FurnitureChairsHarbour Creations Steel Folding Chair   517.50 60   155.25 
1629CA-2017-1010496/21/20176/25/2017Second ClassAS-10240Alan ShonelyConsumerUnited StatesClevelandOhio44105EastFUR-FU-10004415FurnitureFurnishings"Stacking Tray Side-Loading Legal Smoke"   17.92 50.2   2.46 
1630CA-2017-1010496/21/20176/25/2017Second ClassAS-10240Alan ShonelyConsumerUnited StatesClevelandOhio44105EastOFF-BI-10001510Office SuppliesBindersDeluxe Heavy-Duty Vinyl Round Ring Binder   41.26 60.7   -34.38 
1631CA-2016-1065305/8/20165/8/2016Same DayCL-12565Clay LudtkeConsumerUnited StatesClevelandOhio44105EastOFF-ST-10002011Office SuppliesStorageSmead Adjustable Mobile File Trolley with Lockable Top"   1006.06 "30.2   88.03 
1632CA-2016-1065305/8/20165/8/2016Same DayCL-12565Clay LudtkeConsumerUnited StatesClevelandOhio44105EastOFF-PA-10002986Office SuppliesPaperXerox 1898   10.69 20.2   3.74 
1633CA-2016-1065305/8/20165/8/2016Same DayCL-12565Clay LudtkeConsumerUnited StatesClevelandOhio44105EastOFF-PA-10004451Office SuppliesPaperXerox 222   10.37 20.2   3.63 
1634CA-2016-1065305/8/20165/8/2016Same DayCL-12565Clay LudtkeConsumerUnited StatesClevelandOhio44105EastOFF-ST-10000649Office SuppliesStorageHanging Personal Folder File   25.12 20.2   1.57 
1635CA-2016-1065305/8/20165/8/2016Same DayCL-12565Clay LudtkeConsumerUnited StatesClevelandOhio44105EastTEC-AC-10001465TechnologyAccessoriesSanDisk Cruzer 64 GB USB Flash Drive   58.11 20.2   7.26 
1636CA-2014-16898411/26/201412/2/2014Standard ClassNW-18400Natalie WebberConsumerUnited StatesTigardOregon97224WestOFF-PA-10001166Office SuppliesPaperXerox 2   15.55 30.2   5.44 
1637CA-2014-16898411/26/201412/2/2014Standard ClassNW-18400Natalie WebberConsumerUnited StatesTigardOregon97224WestOFF-ST-10001097Office SuppliesStorageOffice Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers   669.08 50.2   -167.27 
1638CA-2014-16898411/26/201412/2/2014Standard ClassNW-18400Natalie WebberConsumerUnited StatesTigardOregon97224WestTEC-PH-10000038TechnologyPhonesJawbone MINI JAMBOX Wireless Bluetooth Speaker   438.34 40.2   -87.67 
1639CA-2016-1572665/26/20166/1/2016Standard ClassTB-21280Toby BraunhardtConsumerUnited StatesWashingtonDistrict of Columbia20016EastOFF-PA-10002689Office SuppliesPaperWeyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)   19.44 30   9.33 
1640CA-2016-1572665/26/20166/1/2016Standard ClassTB-21280Toby BraunhardtConsumerUnited StatesWashingtonDistrict of Columbia20016EastOFF-BI-10004728Office SuppliesBindersWilson Jones Turn Tabs Binder Tool for Ring Binders   9.64 20   4.43 
1641CA-2016-1572665/26/20166/1/2016Standard ClassTB-21280Toby BraunhardtConsumerUnited StatesWashingtonDistrict of Columbia20016EastOFF-PA-10004675Office SuppliesPaper"Telephone Message Books with Fax/Mobile Section 5 1/2"" x 3 3/16"""   12.70 20   5.84 
1642CA-2016-1572665/26/20166/1/2016Standard ClassTB-21280Toby BraunhardtConsumerUnited StatesWashingtonDistrict of Columbia20016EastFUR-FU-10000629FurnitureFurnishings9-3/4 Diameter Round Wall Clock   41.37 30   17.38 
1643US-2014-13471211/29/201412/4/2014Standard ClassBS-11380Bill StewartCorporateUnited StatesSkokieIllinois60076CentralOFF-FA-10003112Office SuppliesFastenersStaples   12.62 20.2   3.95 
1644CA-2015-1118293/19/20153/20/2015First ClassFH-14365Fred HopkinsCorporateUnited StatesSeattleWashington98115WestOFF-ST-10000142Office SuppliesStorageDeluxe Rollaway Locking File with Drawer"   1247.64 "30   349.34 
1645CA-2015-1118293/19/20153/20/2015First ClassFH-14365Fred HopkinsCorporateUnited StatesSeattleWashington98115WestTEC-CO-10001766TechnologyCopiersCanon PC940 Copier"   3149.93 "70"   1480.47 "
1646CA-2015-1118293/19/20153/20/2015First ClassFH-14365Fred HopkinsCorporateUnited StatesSeattleWashington98115WestOFF-PA-10004359Office SuppliesPaperMulticolor Computer Printout Paper   209.70 20   100.66 
1647CA-2015-10522111/1/201511/3/2015First ClassVM-21685Valerie MitchumHome OfficeUnited StatesPhiladelphiaPennsylvania19140EastTEC-AC-10002323TechnologyAccessoriesSanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card   35.36 20.2   -3.09 
1648CA-2015-10522111/1/201511/3/2015First ClassVM-21685Valerie MitchumHome OfficeUnited StatesPhiladelphiaPennsylvania19140EastOFF-FA-10001135Office SuppliesFasteners"Brites Rubber Bands 1 1/2 oz. Box"   3.17 20.2   -0.71 
1649CA-2015-1203419/26/20159/29/2015Second ClassSF-20200Sarah FosterConsumerUnited StatesPhiladelphiaPennsylvania19143EastOFF-BI-10004224Office SuppliesBindersCatalog Binders with Expanding Posts   121.10 60.7   -100.92 
1650CA-2015-1203419/26/20159/29/2015Second ClassSF-20200Sarah FosterConsumerUnited StatesPhiladelphiaPennsylvania19143EastTEC-PH-10003357TechnologyPhonesGrandstream GXP2100 Mainstream Business Phone   45.89 10.4   -9.18 
1651CA-2014-1356998/29/20148/29/2014Same DayHH-15010Hilary HoldenCorporateUnited StatesSan FranciscoCalifornia94110WestOFF-PA-10004475Office SuppliesPaperXerox 1940   109.92 20   53.86 
1652CA-2014-1356998/29/20148/29/2014Same DayHH-15010Hilary HoldenCorporateUnited StatesSan FranciscoCalifornia94110WestOFF-PA-10003001Office SuppliesPaperXerox 1986   13.36 20   6.41 
1653US-2017-13244411/18/201711/21/2017First ClassCD-12280Christina DeMossConsumerUnited StatesSeattleWashington98105WestOFF-ST-10003442Office SuppliesStorageEldon Portable Mobile Manager   169.68 60   45.81 
1654US-2017-13244411/18/201711/21/2017First ClassCD-12280Christina DeMossConsumerUnited StatesSeattleWashington98105WestTEC-AC-10003832TechnologyAccessoriesImation 16GB Mini TravelDrive USB 2.0 Flash Drive   132.52 40   54.33 
1655US-2017-13244411/18/201711/21/2017First ClassCD-12280Christina DeMossConsumerUnited StatesSeattleWashington98105WestOFF-FA-10000611Office SuppliesFastenersBinder Clips by OIC   2.96 20   1.42 
1656US-2017-13244411/18/201711/21/2017First ClassCD-12280Christina DeMossConsumerUnited StatesSeattleWashington98105WestOFF-BI-10001116Office SuppliesBinders"Wilson Jones 1"" Hanging DublLock Ring Binders"   8.45 20.2   2.96 
1657US-2017-13244411/18/201711/21/2017First ClassCD-12280Christina DeMossConsumerUnited StatesSeattleWashington98105WestOFF-ST-10000563Office SuppliesStorageFellowes Bankers Box Stor/Drawer Steel Plus   95.94 30   9.59 
1658CA-2014-1271595/12/20145/15/2014First ClassHL-15040Hunter LopezConsumerUnited StatesMilwaukeeWisconsin53209CentralFUR-FU-10000010FurnitureFurnishings"DAX Value U-Channel Document Frames Easel Back"   34.79 70   10.78 
1659CA-2017-1618091/20/20171/26/2017Standard ClassTH-21100Thea HendricksConsumerUnited StatesLos AngelesCalifornia90045WestTEC-PH-10004922TechnologyPhonesRCA Visys Integrated PBX 8-Line Router   160.78 30.2   10.05 
1660CA-2017-12728510/30/201711/6/2017Standard ClassMM-18055Michelle MorayConsumerUnited StatesSeattleWashington98115WestOFF-BI-10004330Office SuppliesBinders"GBC Velobind Prepunched Cover Sets Regency Series"   88.75 30.2   27.74 
1661CA-2017-12728510/30/201711/6/2017Standard ClassMM-18055Michelle MorayConsumerUnited StatesSeattleWashington98115WestOFF-BI-10002072Office SuppliesBindersCardinal Slant-D Ring Binders   13.90 20.2   5.21 
1662CA-2017-1445264/30/20175/6/2017Standard ClassQJ-19255Quincy JonesCorporateUnited StatesPhiladelphiaPennsylvania19143EastTEC-PH-10002549TechnologyPhonesPolycom SoundPoint IP 450 VoIP phone   677.58 50.4   -158.10 
1663CA-2017-1445264/30/20175/6/2017Standard ClassQJ-19255Quincy JonesCorporateUnited StatesPhiladelphiaPennsylvania19143EastOFF-BI-10002353Office SuppliesBindersGBC VeloBind Cover Sets   13.90 30.7   -9.26 
1664CA-2016-12853111/24/201611/26/2016Second ClassNS-18505Neola SchneiderConsumerUnited StatesDallasTexas75217CentralOFF-ST-10001325Office SuppliesStorageSterilite Officeware Hinged File Box   41.92 50.2   3.67 
1665CA-2016-12853111/24/201611/26/2016Second ClassNS-18505Neola SchneiderConsumerUnited StatesDallasTexas75217CentralTEC-AC-10002049TechnologyAccessoriesLogitech G19 Programmable Gaming Keyboard   297.58 30.2   -7.44 
1666CA-2016-12853111/24/201611/26/2016Second ClassNS-18505Neola SchneiderConsumerUnited StatesDallasTexas75217CentralOFF-FA-10002676Office SuppliesFastenersColored Push Pins   4.34 30.2   0.87 
1667CA-2016-12853111/24/201611/26/2016Second ClassNS-18505Neola SchneiderConsumerUnited StatesDallasTexas75217CentralTEC-AC-10003023TechnologyAccessoriesLogitech G105 Gaming Keyboard   94.99 20.2   -2.37 
1668CA-2016-12853111/24/201611/26/2016Second ClassNS-18505Neola SchneiderConsumerUnited StatesDallasTexas75217CentralOFF-PA-10000167Office SuppliesPaperXerox 1925   74.35 30.2   23.24 
1669CA-2016-12853111/24/201611/26/2016Second ClassNS-18505Neola SchneiderConsumerUnited StatesDallasTexas75217CentralOFF-AR-10003405Office SuppliesArt"Dixon My First Ticonderoga Pencil #2"   14.04 30.2   1.58 
1670US-2015-1571541/10/20151/15/2015Standard ClassMM-17920Michael MooreConsumerUnited StatesNew York CityNew York10011EastFUR-TA-10001889FurnitureTablesBush Advantage Collection Racetrack Conference Table"   1018.10 "40.4   -373.30 
1671CA-2017-15945710/19/201710/26/2017Standard ClassRD-19480Rick DustonConsumerUnited StatesHoustonTexas77095CentralTEC-PH-10002185TechnologyPhonesQVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3   16.68 30.2   5.21 
1672CA-2016-1076153/22/20163/25/2016First ClassRB-19645Robert BarrosoCorporateUnited StatesNorth Las VegasNevada89031WestTEC-AC-10001013TechnologyAccessoriesLogitech ClearChat Comfort/USB Headset H390   58.58 20   19.33 
1673CA-2017-1116477/3/20177/7/2017Standard ClassRD-19585Rob DowdConsumerUnited StatesPlanoTexas75023CentralTEC-PH-10002726TechnologyPhonesnetTALK DUO VoIP Telephone Service   167.97 40.2   62.99 
1674CA-2015-15056012/11/201512/12/2015First ClassSW-20455Shaun WeienConsumerUnited StatesSuffolkVirginia23434SouthOFF-LA-10003930Office SuppliesLabels"Dot Matrix Printer Tape Reel Labels White 5000/Box"   196.62 20   96.34 
1675CA-2015-1430779/17/20159/21/2015Standard ClassSF-20965Sylvia FoulstonCorporateUnited StatesHoustonTexas77041CentralFUR-FU-10003535FurnitureFurnishingsHoward Miller Distant Time Traveler Alarm Clock   21.94 20.6   -10.42 
1676CA-2015-1430779/17/20159/21/2015Standard ClassSF-20965Sylvia FoulstonCorporateUnited StatesHoustonTexas77041CentralOFF-BI-10000088Office SuppliesBindersGBC Imprintable Covers   6.59 30.8   -10.21 
1677CA-2016-1227285/18/20165/24/2016Standard ClassEB-13930Eric BarretoConsumerUnited StatesSan FranciscoCalifornia94110WestOFF-ST-10000604Office SuppliesStorageHome/Office Personal File Carts   104.28 30   26.07 
1678CA-2016-1227285/18/20165/24/2016Standard ClassEB-13930Eric BarretoConsumerUnited StatesSan FranciscoCalifornia94110WestOFF-PA-10004040Office SuppliesPaperUniversal Premium White Copier/Laser Paper (20Lb. and 87 Bright)   17.94 30   8.79 
1679CA-2014-1228829/7/20149/13/2014Standard ClassSB-20290Sean BraxtonCorporateUnited StatesPhiladelphiaPennsylvania19134EastOFF-ST-10002344Office SuppliesStorage"Carina 42""Hx23 3/4""W Media Storage Unit"   64.78 10.2   -14.58 
1680CA-2014-1228829/7/20149/13/2014Standard ClassSB-20290Sean BraxtonCorporateUnited StatesPhiladelphiaPennsylvania19134EastTEC-PH-10003589TechnologyPhonesinvisibleSHIELD by ZAGG Smudge-Free Screen Protector   32.38 30.4   4.32 
1681CA-2014-1228829/7/20149/13/2014Standard ClassSB-20290Sean BraxtonCorporateUnited StatesPhiladelphiaPennsylvania19134EastFUR-FU-10000758FurnitureFurnishingsDAX Natural Wood-Tone Poster Frame   42.37 20.2   8.47 
1682CA-2014-1228829/7/20149/13/2014Standard ClassSB-20290Sean BraxtonCorporateUnited StatesPhiladelphiaPennsylvania19134EastTEC-MA-10004679TechnologyMachinesStarTech.com 10/100 VDSL2 Ethernet Extender Kit   399.54 40.7   -559.36 
1683US-2016-1014979/29/201610/1/2016Second ClassPS-18760Pamela StobbConsumerUnited StatesLos AngelesCalifornia90008WestOFF-PA-10000176Office SuppliesPaperXerox 1887   18.97 10   9.11 
1684CA-2016-14758511/7/201611/12/2016Standard ClassCB-12535Claudia BergmannCorporateUnited StatesSan FranciscoCalifornia94110WestFUR-FU-10002597FurnitureFurnishings"C-Line Magnetic Cubicle Keepers Clear Polypropylene"   14.82 30   6.22 
1685CA-2017-1494894/24/20174/27/2017First ClassDK-12835Damala KotsonisCorporateUnited StatesPhiladelphiaPennsylvania19143EastOFF-AP-10002495Office SuppliesAppliances"Acco Smartsocket Table Surge Protector 6 Color-Coded Adapter Outlets"   99.28 20.2   12.41 
1686CA-2017-1494894/24/20174/27/2017First ClassDK-12835Damala KotsonisCorporateUnited StatesPhiladelphiaPennsylvania19143EastOFF-BI-10002813Office SuppliesBindersAvery Reinforcements for Hole-Punch Pages   1.19 20.7   -0.99 
